msmarco_passage_02_720191925,"In some states, a tenant can legally break a lease if planning to move to an elderly care facility or because of the relocation of a present employer. Landlord violates a term in the lease - In many states, a landlord's violation of health and safety codes that create intolerable living conditions for a tenant amounts to a ""constructive eviction."". Significant damage to the rental unit prohibits occupancy - A tenant may move out before a lease is up when a natural disaster, or some other occurrence that the tenant bears no responsibility for, destroys or significantly damages the rental property."
msmarco_passage_02_720192672,"When a tenant breaks a lease without a legally protected reason, the landlord may sue the tenant for damages. The landlord, however, must mitigate damages by attempting to re-rent the unit. If the landlord incurs damages beyond what remains from the tenant's security deposit, the landlord may sue the tenant for the time the unit remained vacant, for the cost to find a new tenant, and for attorney fees, if provided for in the lease agreement."
msmarco_passage_03_865272429,"Do Not Sell My Personal Information. Landlords are not automatically liable for all injuries tenants suffer at their rentals. In general, landlords are responsible for tenants    injuries only when the landlord   s action (or inaction) was careless and caused or contributed to the injury. (Sometimes landlords are also liable for injuries to guests or other people visiting the rental.)"
msmarco_passage_03_865273798,"In most cases, landlords will be responsible for tenant injuries when they are legally obligated to maintain and repair the injury-causing factor. For example, if a tenant is injured after falling on a broken stair in a common area that   s supposed to be maintained by the landlord, the landlord is likely liable. Knowledge of a hidden danger."
msmarco_passage_03_865277218,"Tenants must demonstrate that their injuries resulted from the landlord   s carelessness, not some other reason. Sometimes, the link between the landlord   s actions and the injury is obvious, such as when a perfectly healthy tenant slips and breaks her leg on a freshly waxed floor."
msmarco_passage_03_865278134,"For example, if the tripping tenant fell when his untied shoe lace got caught in the part of the step that was sticking up, a court could find that he was negligent in not tying his shoes and is partially to blame for his own injuries."
msmarco_passage_03_865281718,"A Landlord Might Be Liable for Criminal Acts. Landlords generally aren   t responsible for injuries to tenants caused by third parties. However, when a landlord has notice of criminal activity and doesn   t take reasonable measures to prevent harm to tenants, a court might find the landlord liable when a tenant is injured."
msmarco_passage_03_865282196,"For example, if a landlord denies a tenant   s request to put stronger locks on the door after a series of break-ins, and the tenant is later injured during a burglary that new locks could   ve prevented, a court could find the landlord at least partially responsible for the tenant   s injuries."
msmarco_passage_03_866751723,"Do Not Sell My Personal Information. Landlords are not automatically liable for all injuries tenants suffer at their rentals. In general, landlords are responsible for tenants    injuries only when the landlord   s action (or inaction) was careless and caused or contributed to the injury. (Sometimes landlords are also liable for injuries to guests or other people visiting the rental.)"
msmarco_passage_03_866753092,"In most cases, landlords will be responsible for tenant injuries when they are legally obligated to maintain and repair the injury-causing factor. For example, if a tenant is injured after falling on a broken stair in a common area that   s supposed to be maintained by the landlord, the landlord is likely liable. Knowledge of a hidden danger."
msmarco_passage_03_866756512,"Tenants must demonstrate that their injuries resulted from the landlord   s carelessness, not some other reason. Sometimes, the link between the landlord   s actions and the injury is obvious, such as when a perfectly healthy tenant slips and breaks her leg on a freshly waxed floor."
msmarco_passage_03_866757428,"For example, if the tripping tenant fell when his untied shoe lace got caught in the part of the step that was sticking up, a court could find that he was negligent in not tying his shoes and is partially to blame for his own injuries."
msmarco_passage_03_866761012,"A Landlord Might Be Liable for Criminal Acts. Landlords generally aren   t responsible for injuries to tenants caused by third parties. However, when a landlord has notice of criminal activity and doesn   t take reasonable measures to prevent harm to tenants, a court might find the landlord liable when a tenant is injured."
msmarco_passage_03_866764466,"Do Not Sell My Personal Information. Landlords are not automatically liable for all injuries tenants suffer at their rentals. In general, landlords are responsible for tenants    injuries only when the landlord   s action (or inaction) was careless and caused or contributed to the injury. (Sometimes landlords are also liable for injuries to guests or other people visiting the rental.)"
msmarco_passage_03_866765835,"In most cases, landlords will be responsible for tenant injuries when they are legally obligated to maintain and repair the injury-causing factor. For example, if a tenant is injured after falling on a broken stair in a common area that   s supposed to be maintained by the landlord, the landlord is likely liable. Knowledge of a hidden danger."
msmarco_passage_03_866769255,"Tenants must demonstrate that their injuries resulted from the landlord   s carelessness, not some other reason. Sometimes, the link between the landlord   s actions and the injury is obvious, such as when a perfectly healthy tenant slips and breaks her leg on a freshly waxed floor."
msmarco_passage_03_866770171,"For example, if the tripping tenant fell when his untied shoe lace got caught in the part of the step that was sticking up, a court could find that he was negligent in not tying his shoes and is partially to blame for his own injuries."
msmarco_passage_03_866773755,"A Landlord Might Be Liable for Criminal Acts. Landlords generally aren   t responsible for injuries to tenants caused by third parties. However, when a landlord has notice of criminal activity and doesn   t take reasonable measures to prevent harm to tenants, a court might find the landlord liable when a tenant is injured."
msmarco_passage_03_866774233,"For example, if a landlord denies a tenant   s request to put stronger locks on the door after a series of break-ins, and the tenant is later injured during a burglary that new locks could   ve prevented, a court could find the landlord at least partially responsible for the tenant   s injuries."
msmarco_passage_07_575062482,"John S. Keating (Unclaimed Profile) Update Your Profile. Answered on May 20th, 2013 at 11:07 PM. If the tenant's negligence caused the fire, as opposed to, say, faulty equipment (in which case the landlord could be liable, if it was the landlord's equipment that is at fault, such as a kitchen stove that malfunctioned), then the tenant would ultimately be liable for the damage."
msmarco_passage_09_443106060,"Is this legal? A: Tenants' advocate Kellman: The landlord may only charge the tenant the actual costs of repair of damages caused by the tenant beyond normal wear and tear. If the door lock breaks or the sink clogs by no fault of the tenant, the landlord pays for the full repair."
msmarco_passage_10_2716177,"Posted by Teresa on April 9, 2013 under Landlord and Tenant FAQs | Be the First to Comment. One question that many new landlords ask is whether or not they are liable when a tenant suffers injuries or damages while living in the rental property."
msmarco_passage_10_282034387,"If the latter, but while gone the Landlord retakes possession of the rental premises and disposes of the personal property, the Landlord may be liable in damages to Tenant for wrongful eviction and conversion. A Landlord may wish and have a means to protect itself from the risk of liability in some circumstances."
msmarco_passage_10_2826338,What is the land  lord required to repair? Landlords are responsible to make all repairs in the unit except in cases where tenants or invitees of the tenant cause the damage. Tenants may also be liable for repairs that are the result of unreported issues in the apartment if those issues cause further damage in the unit.
msmarco_passage_10_2993916,What is the land  lord required to repair? Landlords are responsible to make all repairs in the unit except in cases where tenants or invitees of the tenant cause the damage. Tenants may also be liable for repairs that are the result of unreported issues in the apartment if those issues cause further damage in the unit.
msmarco_passage_11_422302183,"Examples of Damage by a Tenant That Is Not Normal Wear and Tear. Damages by a tenant can be anything that harms the landlord   s property. If the tenant   s grandchildren knock a hole in the clubhouse wall, or break a window, then the tenant is liable for the repair. If the tenant fails to repair the damage, then the landlord may be able to do so on its own using the tenant   s security deposit."
msmarco_passage_16_707287605,"As it applies to dog bites, the landlord liability rules are more specific and cover a wider variety of circumstances. In most states, a landlord may be liable for injuries and bites inflicted by a dog belonging to a tenant, if the landlord (a) had scienter and the requisite degree of control over the premises or the dog itself, such as the ability to have it confined or removed, or (b) increased the risk of danger by failing to do something pertaining to the confinement or control of the dog which fell within the normal obligations of the landlord or which he undertook voluntarily, such as neglecting to fix a gate or fence."
msmarco_passage_16_707291644,"Bosack, 497 N.W.2d 522 (Mich. Ct. App. 1993); Wright v. Schum, 781 P.2d 1142 (Nev. 1989) [holding landlord liable on other grounds; see below]. For example, in Fernandez, a Hawaii court held that a landlord could not be held liable when the tenant's vicious dog attacked plaintiffs off of the landlord's premises. 642 P.2d at 544. The court reasoned that to make a landlord liable in such a situation where the landlord was not the owner or keeper of the dog and the injury occurred off the premises would have the effect of ""making a landlord ... an insurer of the public against injuries, off the premises, by dogs domiciled by tenants on the landlord's premises.""."
msmarco_passage_16_707425732,"A landlord can be held liable for an injury caused by a tenant's dog, provided that the landlord knew or should have known that the dog had the vicious or dangerous propensity to cause such an injury, and provided further that the injury happens on the premises owned or controlled by the landlord. Stokes v."
msmarco_passage_22_14160722,"English, 21.06.2019 22:00. Read the excerpt from ""a modest proposal."". the poorer tenants will have something valuable of their own, which by law may be made liable to a distress, and to pay their landlord's rent, their corn and cattle being already seized, and money a thing unknown. which statement effectively uses a quotation to show that swift claims that the poor will also benefit from his proposal?    swift writes that poorer tenants will have something valuable of their own, which by law may be made liable to a distress.    swift writes that poorer tenants will finally have something to pay their landlord   s rent since they have neither money nor trade. swift writes that poorer tenants will have something to trade for rent since    their corn and cattle    have already been seized. swift writes that    poorer tenants will have something valuable of their own    that can     to pay their landlord   s rent.   ."
msmarco_passage_24_712708491,"Likewise, if your roommate breaks the lease terms, the landlord can hold you liable too. If you tell your landlord or the building manager the facts, he may be willing to cut you some slack, but he doesn't have to."
msmarco_passage_24_751830883,"General Liability for Rental Properties. As a property owner, a landlord usually has some degree of liability for rental property. However, the primary factor in establishing who is liable for an injury or crime on a rental property is negligence. If someone is injured or a crime is committed on a rental property and the landlord's negligence of the property can be proven as the cause, the landlord can be held liable."
msmarco_passage_24_761994516,"Landlords have the legal right to evict tenants when someone breaks the lease, which your roommate did if she left before the lease was up. If you're a valued tenant, the landlord isn't likely to bother with an eviction. If you've caused trouble in the past though, he may seize the opportunity to part ways with you."
msmarco_passage_25_550673992,"The general rule holds that a landlord isn't liable to a tenant, or anyone else, for physical harm caused by a condition on the property. This general rule is based partially on the landlord's presumed lack of control over the property once it's leased, but the rule has numerous important exceptions."
msmarco_passage_25_703334613,"To chat with a New Jersey landlord tenant attorney, Click here. Early termination. New Jersey tenants may legally break a lease early for the following reasons: Landlords are not required to facilitate the re-renting process, so tenants that break a lease may be liable to pay the remainder of the lease period."
msmarco_passage_25_703497698,"To chat with a North Dakota landlord tenant attorney, Click here. Early termination. North Dakota tenants can break a lease early legally for the following reasons: North Dakota tenants may still be liable for paying the remainder of the rent. Landlords are also required to make a reasonable effort to re-rent a unit."
msmarco_passage_25_703872082,"To chat with a Texas landlord tenant attorney, Click here. Early termination. Texas tenants may legally break a lease early for the following reasons: Texas tenants who break a lease may be liable to pay the remainder of the original lease agreement."
msmarco_passage_26_408319675,"If landlord fails to act, tenant may either terminate the lease, have the damages repaired by outside contractors or by tenant himself and deduct the cost of repairs from the next month   s rent, or withhold rent until landlord repairs the damage."
msmarco_passage_26_558810501,"If a tenant notifies a landlord that the elevator is broken, the landlord has express actual notice of the defect. Should the landlord fail to repair the elevator and another tenant is injured while riding it, the landlord would be liable for the tenant's injuries. Actual notice can be presumed if an average person, having witness of the same evidence, should know that a particular fact exists."
msmarco_passage_26_580569540,"When the problems are created by the tenant, the warranty typically does not apply. However, if something breaks and it's not the tenant's fault, the landlord must fix it. If the landlord fails or refuses to make necessary repairs, he may be in breach of the warranty of habitability."
msmarco_passage_26_586658040,"It might state that the landlord in a hold harmless agreement doesn   t have to foot the bill for repairs should the tenant damage the property     the tenant would have to pay for repairs     or that the landlord is not liable for any injuries to others or damages that might occur due to actions the tenant took. A commercial lease might provide that the landlord won   t be held liable if a customer is injured in a leased storefront due to actions taken by, or negligence on the part of, the tenant."
msmarco_passage_26_588239530,"When a new tenant moves in, the landlord is responsible for a certain standard of care regarding that renter. If something happens to the new tenant, such as a robbery or injury because the landlord failed to rekey the locks when the apartment was vacant, he may be held liable. Also, before a new tenant has moved in, a landlord can hold onto the keys to the unit until she has collected and cashed any prepaid rent and security deposit from the new tenant."
msmarco_passage_26_607486542,"Who Is Liable for Injuries? Tenants and guests may have grounds to sue a landlord if they are injured at a rental property. Typically, a landlord has a duty to disclose a hidden danger, like an uneven floor. Sometimes a tenant is liable when a landlord is not."
msmarco_passage_26_607486955,"For example, if a tenant created a hole in the floor but did not tell the landlord, only the tenant would be liable if their guest was injured. Usually, a landlord is not liable for an injury on the property caused by a third party, like a delivery truck hitting a guest."
msmarco_passage_28_696628605,"Are Landlords Responsible For Unpaid Utility Bills? Not usually. As long as it is the tenant   s name on the bill, and it is stated in the tenancy agreement that tenants are responsible for utilities, landlords are not liable for unpaid bills left over by tenants. However, as a landlord, there are some steps you will need to take to protect yourself if you find yourself in this tricky situation;"
msmarco_passage_31_176664395,"That being said, most landlords will take on the responsibility for fixing property damages and issues that were not caused by misuse of the property. As such, your tenant will request your assistance in fixing problems whenever something breaks at the property. Some tenants may write you a note; others may call."
msmarco_passage_31_177476248,"Landlord Legal Responsibility to Neighbors. A landlord can be held liable for a tenant that interferes with a neighbor   s comfortable enjoyment. This can be due to noise issues, drug dealing and criminal activity. In some cities the landlord can be held accountable and fined for infractions."
msmarco_passage_31_53518847,"Breaking Your Lease When You Can No Longer Afford the Rent. If you do not have provisions in your lease agreement for early termination, you will be liable for the remaining amount of rent due on the lease if you break it early. Before breaking your lease when you can no longer afford the rent, review your lease agreement, speak with your landlord, and consult with a landlord-tenant lawyer in order to protect your rights."
msmarco_passage_31_54994828,"When a tenant breaks a lease without a legally protected reason, the landlord may sue the tenant for damages. The landlord, however, must mitigate damages by attempting to re-rent the unit. If the landlord incurs damages beyond what remains from the tenant's security deposit, the landlord may sue the tenant for the time the unit remained vacant, for the cost to find a new tenant, and for attorney fees, if provided for in the lease agreement."
msmarco_passage_31_818053180,"A tenant does not automatically forfeit the deposit for breaking a lease, but the deposit can be used to cover costs for which the tenant is liable. If a tenant must break a lease, doing everything possible to help the landlord re-rent the premises will reduce the tenant's liability."
msmarco_passage_32_72305075,"Further, tenants are not liable for ADA violations that occur in areas exclusively under the control of the landlord. For example, in many circumstances, the tenant is not held liable for ADA violations in the parking lot or violations in the landlord's business office that is open to the public. But a landlord, as the owner of the property, can be held liable for ADA compliance on property leased to, and controlled by, a tenant."
msmarco_passage_33_783271776,What is the land  lord required to repair? Landlords are responsible to make all repairs in the unit except in cases where tenants or invitees of the tenant cause the damage. Tenants may also be liable for repairs that are the result of unreported issues in the apartment if those issues cause further damage in the unit.
msmarco_passage_37_406975398,"Do Not Sell My Personal Information. Landlords are not automatically liable for all injuries tenants suffer at their rentals. In general, landlords are responsible for tenants    injuries only when the landlord   s action (or inaction) was careless and caused or contributed to the injury. (Sometimes landlords are also liable for injuries to guests or other people visiting the rental.)"
msmarco_passage_37_406976764,"In most cases, landlords will be responsible for tenant injuries when they are legally obligated to maintain and repair the injury-causing factor. For example, if a tenant is injured after falling on a broken stair in a common area that   s supposed to be maintained by the landlord, the landlord is likely liable. Knowledge of a hidden danger."
msmarco_passage_37_406980176,"Tenants must demonstrate that their injuries resulted from the landlord   s carelessness, not some other reason. Sometimes, the link between the landlord   s actions and the injury is obvious, such as when a perfectly healthy tenant slips and breaks her leg on a freshly waxed floor."
msmarco_passage_37_406981090,"For example, if the tripping tenant fell when his untied shoe lace got caught in the part of the step that was sticking up, a court could find that he was negligent in not tying his shoes and is partially to blame for his own injuries."
msmarco_passage_37_406984666,"A Landlord Might Be Liable for Criminal Acts. Landlords generally aren   t responsible for injuries to tenants caused by third parties. However, when a landlord has notice of criminal activity and doesn   t take reasonable measures to prevent harm to tenants, a court might find the landlord liable when a tenant is injured."
msmarco_passage_37_406992493,"Landlord Liability for Tenants' Asbestos-Related Injuries. Landlords can be held liable for tenant injuries in certain situations. When landlords who know (or should know) of the presence of asbestos fail to disclose it, a court might find them responsible under one of many possible legal theories."
msmarco_passage_37_475297443,"For example, a landlord insurance policy may help protect a landlord if a tenant is injured and the landlord is found responsible. Meanwhile, renters insurance liability coverage may help protect you against bodily injury or property damage liability claims."
msmarco_passage_37_720615696,Any other use may be a violation and can cause eviction. Tenants must allow their landlords to have access to the apartment to fix issues that are of an immediate danger to the tenant. Tenants are liable for any damages they create or that their family or visitors create.
msmarco_passage_38_511023606,"A: Unless there is a provision in the lease allowing them to break it (for example, if the tenant gives 30 days    notice that he wants to move, then he can exit the lease), then they are still legally liable for any and all past-due payments and future rent payments until the landlord decides to rent to someone else."
msmarco_passage_42_121995704,"Word forms: 3rd person singular present tense hurtles , present participle hurtling , past tense, past participle hurtled. verb. If someone or something hurtles somewhere, they move there very quickly, often in a rough or violent way. A pretty young girl came hurtling down the stairs. [VERB preposition]"
msmarco_passage_42_184648743,"Your tenants may cause careless or even malicious damage. You could be liable if a tenant is hurt while in your property. Regular home insurance isn   t designed for the specific issues that landlords might face. Your policy might not cover any claims you need to make, or claims made against you by tenants."
msmarco_passage_45_658324881,"Break clause     tenants give 2 months notice to landlord to use the break clause; can only be used by landlord if tenant consents. Tenants ending a lease     with consent from the landlord, the tenant either passes the lease to someone else or subletting another party but remaining responsible for the lease or rent."
msmarco_passage_45_756420866,"Re: When Is A Landlord Responsible For Bad Tenants. Senior Judge, Thank you for the response. A friend of mine who deals in real estate law told me today that a landlord who is aware that his tenants are potentially injurious or in the habit of breaking the law and does nothing about the behavior may be liable for the damage his tenants cause."
msmarco_passage_46_323106354,"The general rule holds that a landlord isn't liable to a tenant, or anyone else, for physical harm caused by a condition on the property. This general rule is based partially on the landlord's presumed lack of control over the property once it's leased, but the rule has numerous important exceptions."
msmarco_passage_46_323711007,It makes sense that often the owner of a dog that bites someone will be held legally responsible for the injuries. What you may not know is that in certain cases a landlord can also be held responsible for injuries caused by a tenant's dog. Read on to learn more about landlord liability for dog bites.
msmarco_passage_46_323711444,Landlord Liability for Dog Bites - FindLaw. ... FindLaw. Learn About The Law. Accidents and Injuries. Torts and Personal Injuries. Landlord Liability for Dog Bites.
msmarco_passage_46_323713036,"If you are a landlord, you must make the decision whether or not to allow dogs in your rentals. While some pets likely pose no problem, allowing dogs can increase the risk of property damage or injury. The law doesn't automatically hold landlords liable for dog bites. But, if a responsible tenant doesn't have enough insurance coverage, a dog-bite victim may decide to include the landlord as a defendant in a personal injury lawsuit."
msmarco_passage_46_324650857,"When a tenant breaks a lease without a legally protected reason, the landlord may sue the tenant for damages. The landlord, however, must mitigate damages by attempting to re-rent the unit. If the landlord incurs damages beyond what remains from the tenant's security deposit, the landlord may sue the tenant for the time the unit remained vacant, for the cost to find a new tenant, and for attorney fees, if provided for in the lease agreement."
msmarco_passage_46_865499799,"Breaking Your Lease When You Can No Longer Afford the Rent. If you do not have provisions in your lease agreement for early termination, you will be liable for the remaining amount of rent due on the lease if you break it early. Before breaking your lease when you can no longer afford the rent, review your lease agreement, speak with your landlord, and consult with a landlord-tenant lawyer in order to protect your rights."
msmarco_passage_49_443774502,Voluntary Payments for Medical Expenses. This covers medical costs if someone unintentionally hurts themselves as a result of your personal activities or the way you have kept your building. It also covers injuries caused by resident employees. Voluntary Payments for Damage to Property.
msmarco_passage_51_527552362,Justia Real Estate Law Landlord Tenant Law Information for Landlords Landlord's Liability for Tenant Safety.
msmarco_passage_52_117282982,"Sample 1. Sample 2. Sample 3. Exemption from Liability. Except in connection with damage or injury resulting from the negligence or willful misconduct of Landlord or any of Landlord's agents, employees or contractors, Landlord shall not be liable for injury or damage which may be sustained by the person or property of Tenant, its employees, invitees or customers, or any other person in or about the Premises, caused by or resulting from fire, steam, electricity, gas, water or rain which may leak or flow from or into any part of the Premises, or from the breakage, leakage, obstruction or other defects of pipes, sprinklers, wires, appliances, plumbing, air conditioning or lighting fixtures, whether such damage or injury results from conditions arising upon the Premises or upon other portions of the Building or Project or from other sources."
msmarco_passage_52_117286264,"Sample 1. Exemption of Liability. Tenant hereby agrees that Landlord shall not be liable for injury to Tenant 's business or any loss of income therefrom or for damage in the goods, wares, merchandise or other property of Tenant, Tenant's employees, invites, customers, or any other person in or about the premises, nor shall Landlord be liable for injury to the person of Tenant, Tenant's employees, agents or contractors, whether such damage or injury is caused by or results from fire, steam, electricity, gas, water, rain, or from the breakage, leakage, obstruction or other defects of pipes, sprinklers, wires, appliances, plumbing, air conditioning or light fixtures, or from any other cause (unless caused directly by Landlord 's own personal negligent act of commission -not omission ), whether said damage or injury results from conditions arising upon the Premises or upon other portions of the Property, or from other sources or places, and regardless of whether the cause of such damage or injury or the means of repairing the same is inaccessible to Tenant."
msmarco_passage_52_118222846,"Waiver of Liability. Sample Clauses. Waiver of Liability. Failure by Landlord to perform any defined services, or any cessation thereof, when such failure is caused by accident, breakage, repairs, strikes, lockout or other labor disturbances or labor disputes of any character or by any other cause, similar or dissimilar, shall not render Landlord liable to Tenant in any respect, including damages to either person or property, nor be construed as an eviction of Tenant, nor cause an abatement of rent, nor relieve Tenant from fulfillment of any covenant or agreement hereof."
msmarco_passage_52_19587834,"A tenant can also sue for damage to personal property, such as a stereo or car, that results from faulty maintenance or unsafe conditions. There are a lot of safety factors that you can be held liable for when renting out a unit to a tenant: Not fixing a dangerous condition in a timely manner."
msmarco_passage_52_19590082,Why Landlords are Liable for the Personal Injuries of Tenants. Articles. State Laws. Landlord Guides. Services Directory. Q&A Podcast. Landlord Lifecycle. Rent Collection. Tenant Screening.
msmarco_passage_52_286000667,"If a lease is broken, the landlord will have a duty to mitigate the loss of rent payments. This means they will need to find another tenant to rent out the unit. A landlord may not prevent a new tenant from moving in solely to collect damages from the tenant who broke the lease."
msmarco_passage_52_296788730,"Warranty of Habitability. Under the warranty of habitability, a landlord has a duty to provide the amenities that are essential to maintaining the tenant's living requirements. In other words, you as a landlord give your word that you will keep the unit in good living condition. Thus, if a defect in a building affects a tenant, a landlord may be liable for damages suffered by the tenant."
msmarco_passage_55_523244708,"In practice, that means the landlord must know that the dog has already threatened or injured someone. For example, a landlord who knows only that a tenant's dog is kept chained and barks at people who approach probably will not be held liable if the dog bites someone."
msmarco_passage_55_523245555,"One of the reasons landlords are reluctant to rent to tenants with dogs is fear that if the dog injures someone, the landlord, as well as the dog's owner, may end up paying. It's very rare, however, for a landlord to be found liable for injuries inflicted by a tenant's dog. Just leasing premises to a tenant with a dog isn't enough, by itself, to make a landlord legally responsible for a tenant's dog."
msmarco_passage_55_523247032,"Such an irresponsible landlord may be punished by being made to pay extra damages (called punitive damages) over the amount needed to compensate the victim. That's what happened in an Alaska case, after a six-year-old girl was mauled by two dogs that belonged to her next-door neighbor in an Anchorage mobile home park."
msmarco_passage_55_523249144,"But if the tenant has a month-to-month rental agreement, which can be terminated on 30 days' notice, the landlord who does nothing after finding out the tenant has a dangerous dog may be liable if the dog later hurts someone. In a North Carolina case, a tenant's two rottweilers attacked a visitor."
